CUSTOMER_RK,NATIONAL_ID,NAME,ADDRESS,PHONE,EMAIL,PERMANENT_RESIDENT_FLG,CUSTOMER_AGE,CUSTOMER_STATUS,BUREAU_SCORE,TOTAL_NON_CARD_BALANCE,BUREAU_INVESTIGATION_DATE_SINCE,BUREAU_CARD_UTILIZATION,DOCUMENTATION_COMPLETED_FLG,CUSTOMER_EMPLOYMENT_TYPE,DOCUMENTATION_TYPE,DPD30_AUTO_LOANS_CNT,DPD30_CASH_COLLATERAL_CNT,DPD30_CC_LOANS_CNT,DPD30_MORTGAGE_LOANS_CNT,DPD30_OVERDRAFT_LOANS_CNT,DPD30_PERSONAL_LOANS_CNT,LAST_MONTH_30,NUM_CHARGE_OFF_36M,HOME_INCONSISTENCY_FLG,INTEREST_INCOME,MAIDEN_NAME_INCONSISTENCY_FLG,OTHER_INCOME,RENT_INCOME,REQUESTED_LOAN_TENOR,REQUESTED_LOAN_AMOUNT,REQUESTED_PAYMENT_PLAN,SALARY_TIE_UP_AMOUNT,TOTAL_CC_AMOUNT,TOTAL_LOAN_INSTALLMENT,TOTAL_OPEN_CARD_BALANCE,TOTAL_OPEN_CC_BALANCE,TOTAL_OPEN_LOAN_INSTALLMENT,TOTAL_OVERDRAFTS_AMOUNT,TOTAL_PERS_LOANS_BAL_UNSECURE,IB_WPS_CARD_LAST_12M,IB_WPS_MORTGAGE_LAST_12M,IB_WPS_OD_LAST_12M,IB_WPS_AUTO_LOAN_LAST_12M,IB_WPS_LOAN_LAST_12M,MAX_DUR_SINCE_CC_OPEN,EXISTING_CUSTOMER,FRAUD_FLG,BUSINESS_INCONSISTENCY_FLG,VERIFICATION_COMPLETED_FLG,VERIFIED_DOCUMENT_INCOME_FLG,PRODUCT_CODE,EMAIL_PROVIDED_FLG,EMAIL_INCONSISTENCY_FLG,IS_EMPLOYEE_FLG,DECLARED_INCOME,DOCUMENTED_INCOME,TOTAL_EMPLOYMENT_DURATION,PLEDGED_AMOUNT,VERIFIED_INCOME,WPS_LIFETIME,CUSTOMER_MONTHLY_EXPENSES,BAD
752448,604-13-9623,Martha Marshall,"867 James Mill Suite 507 West Laurastad, PA 54166",5216035585,jonesjessica@example.com,Y,23,O,601,34329,23,0.59,Y,L,ID,0,0,0,0,0,0,2,1,N,754,N,0,0,18,42563,U,376,10322,520,1085,1191,433,363,2074,5,0,6,1,2,85,Y,N,N,Y,Y,PL2,N,N,Y,13810,7077,206,868,6669,0,6983,0
611584,011-39-0363,Lori Harris,USCGC Parker FPO AA 66624,388.701.9253x13607,alvarezmichael@example.net,Y,44,O,825,2403,27,0.6,N,B,ID,0,0,0,0,0,0,1,4,N,76,N,0,0,6,9378,B,17,2157,582,1166,646,353,272,1522,7,2,6,3,1,29,Y,N,N,N,N,PL1,Y,N,Y,6495,9355,124,706,9038,0,9565,0
374283,647-61-2169,Robin Davis,"PSC 1458, Box 5137 APO AA 60101",(646)334-8512,whitephilip@example.net,Y,31,O,642,12780,79,0.82,Y,B,ID,0,0,0,0,0,0,1,2,N,844,N,0,0,24,21289,U,246,8072,827,380,899,244,170,1500,0,3,5,8,3,11,Y,N,N,Y,Y,PL2,N,N,Y,6233,9471,7,503,9264,0,4971,0
373142,864-20-9940,Samantha Strickland,"63127 Stephanie Track Apt. 553 Lisafurt, KY 07081",001-610-963-6194x00586,whitekelly@example.org,Y,32,O,374,14748,32,0.54,Y,P,ID,0,0,0,0,0,0,0,4,N,612,N,0,0,36,24712,U,392,11289,879,525,1459,578,371,844,6,0,3,10,9,46,N,N,N,N,N,PL1,Y,N,Y,8235,12950,104,246,13763,L,12295,0
422466,847-80-0164,Erica Herrera,"2864 Kelly Park Cindytown, ID 03308",458.963.9166,andreahicks@example.net,Y,35,O,753,46335,20,0.65,Y,S,ID,0,0,0,0,0,0,0,5,N,500,N,801,2159,18,15566,B,214,2916,386,943,384,656,320,1940,3,3,5,6,2,83,Y,N,N,Y,Y,PL2,Y,N,Y,8700,9721,160,412,10324,0,3327,0
481875,627-32-6498,Brian Vazquez,"689 Freeman Field Suite 293 Scottbury, IN 35458",2058842875,johnbuchanan@example.com,Y,47,O,729,6073,52,0.57,N,S,SC,0,0,0,0,0,0,2,2,N,272,N,0,0,12,17381,B,29,0,805,1226,716,344,257,1128,10,0,6,10,3,77,N,N,N,N,N,PL1,Y,N,Y,13202,9028,124,284,8712,0,9591,0
439294,608-28-5381,Christopher Schultz,"97829 Andrea Walks Keithside, MP 31776",(791)780-3432,rfitzgerald@example.com,N,51,O,843,41250,51,0.94,Y,P,ID,0,0,0,0,0,0,0,3,N,466,N,0,0,6,12808,B,58,3797,714,808,1300,547,364,732,4,2,7,6,3,87,Y,N,N,Y,Y,PL2,Y,N,N,5638,14003,69,445,12628,0,11325,0
447684,750-88-1108,Blake Thompson,"8033 Carson Rest Apt. 544 Marshallside, FM 09929",880.503.9987x280,allisonstrong@example.com,N,57,C,690,31564,11,0.22,N,B,ID,0,0,0,0,0,0,0,5,N,587,N,0,0,24,36838,B,375,0,524,251,1055,596,190,2551,4,1,6,4,2,98,Y,N,N,N,N,PL1,Y,N,N,14777,5868,84,605,5799,0,1503,0
742443,351-68-1226,Ricardo Barnes Jr.,"3373 Costa Summit Suite 313 Lynchside, AL 50673",781-237-8333,lmyers@example.org,Y,46,O,375,33707,47,0.55,N,S,ID,1,0,0,0,0,0,2,5,N,274,N,0,0,12,4436,F,168,0,650,989,552,498,352,2246,1,1,2,2,6,43,N,N,N,N,N,PL1,Y,N,Y,8516,3393,236,661,3539,0,716,0
151758,535-29-4816,Julian Martin,"397 Rhonda Freeway New Allison, CO 36653",542.670.3559,bgarcia@example.com,Y,47,C,706,48442,10,0.87,Y,O,ID,0,0,0,0,0,0,0,2,N,467,N,0,0,6,28219,B,54,6095,333,1301,986,323,367,2375,3,0,9,2,6,20,Y,N,Y,Y,Y,PL1,Y,N,N,6393,7447,107,354,7345,0,7752,1
823807,494-85-1446,Bobby Sanchez,"66504 James Coves Rogerstown, RI 70831",001-590-614-0703x1465,perezerica@example.net,Y,48,O,718,46562,16,0.45,Y,S,ID,0,0,0,0,0,0,2,5,N,43,N,0,1837,12,3489,B,261,6058,739,285,754,285,238,1875,3,3,6,1,8,22,N,N,N,Y,Y,PL1,N,N,N,11108,6286,134,593,5717,0,4406,0
970396,860-78-7900,Sandra Webster,"984 Bianca Radial Wayneburgh, VI 81077",(816)403-9530x13645,kristinmiles@example.org,N,47,C,820,32934,46,0.3,N,L,ID,0,0,0,0,0,0,0,3,N,130,N,0,0,24,45649,B,315,8906,668,682,682,777,315,2500,9,2,0,10,5,76,N,Y,N,N,N,PL2,Y,N,Y,14558,9833,88,465,9551,0,9391,0
349147,885-95-2317,Ashley Garcia,"639 Knapp Haven Apt. 099 Lake Susan, MH 18373",001-448-843-5527x63041,jeffrey63@example.com,Y,60,O,705,7641,5,0.98,Y,S,ID,0,0,0,0,0,0,2,3,N,768,N,0,2945,12,18219,U,42,10401,190,714,1182,575,305,690,5,3,8,5,4,51,Y,N,N,Y,Y,PL1,Y,N,Y,8490,9149,19,596,8327,0,8800,1
845315,093-64-5763,Glenn Bennett,"1484 Jacobs Squares East Johnstad, MP 42832",001-395-820-2252x38201,hbarnes@example.net,Y,50,O,572,7181,66,0.67,Y,B,ID,0,0,0,0,0,0,0,1,N,899,N,0,0,18,17646,F,273,10745,353,742,559,849,366,2934,8,2,10,8,0,74,Y,N,N,Y,Y,PL2,Y,N,N,3582,13972,195,304,15337,0,7003,0
324822,865-91-5287,Adam Watson,Unit 8448 Box 1230 DPO AE 84376,+1-984-436-2816x39231,vincentteresa@example.net,Y,29,C,320,45312,85,0.63,N,S,ID,0,0,0,0,0,0,0,2,N,65,N,0,0,36,14775,B,267,6878,717,767,560,216,272,1749,9,3,0,5,3,120,N,N,N,N,N,PL2,Y,N,Y,3029,6154,196,427,6310,0,4266,0
852760,329-76-3198,Jason Cook,"996 Smith Springs West Kevintown, KS 52926",934.890.8506,barbara02@example.org,Y,29,C,272,10960,27,0.92,Y,P,ID,0,0,0,0,0,0,2,3,N,414,N,0,0,36,1727,F,373,4716,686,1313,526,695,395,2221,5,0,7,6,0,70,Y,N,N,Y,Y,PL2,Y,N,Y,11409,11485,21,482,12124,0,13086,1
219048,565-39-8808,Anthony Baker,"3555 Gonzalez Via Apt. 302 Port Patriciafurt, VI 64967",525.548.5549x271,wallaceanna@example.org,Y,49,O,737,46134,64,0.45,Y,S,ID,0,0,0,0,0,0,0,2,N,744,N,0,0,36,47240,B,310,0,273,585,1009,672,233,1280,6,3,7,0,1,119,Y,N,N,Y,Y,PL1,Y,N,Y,11305,7288,239,593,6643,0,7992,0
228599,222-15-2694,Jessica Vasquez,"957 Thompson Plains Lake Michaelchester, NE 21120",548.936.4258x31574,rittertraci@example.com,Y,28,O,741,14721,36,0.26,N,N,ID,0,0,0,0,0,0,1,4,N,314,N,0,0,36,39799,F,35,8310,909,210,1135,451,177,1056,5,0,9,0,9,69,N,N,N,N,N,PL2,Y,N,Y,4672,6980,53,357,6848,0,4947,0
111703,098-09-3597,Brian Sandoval,"302 Kelley Passage Suite 845 Lyonschester, VA 01307",+1-608-697-8835,jhenderson@example.org,Y,60,O,674,15722,86,0.22,Y,P,ID,0,0,0,0,0,0,2,3,N,258,N,0,0,36,44211,U,242,7350,766,1353,1441,222,294,2055,0,0,5,1,4,103,N,N,N,Y,Y,PL2,Y,N,N,9120,6561,135,528,6776,0,3161,0
551833,888-43-8011,Sara Jackson,"222 Cook Manors Lake Jenniferberg, MA 28340",782-264-1985x560,michaelmccann@example.org,Y,27,O,710,2294,1,0.33,N,P,ID,0,0,0,0,0,0,0,1,N,598,N,0,1656,24,12205,F,357,976,299,587,1055,492,225,1580,2,3,8,1,4,66,N,N,N,N,N,PL2,Y,N,Y,4233,3944,191,736,3651,0,3758,0
629398,423-30-6051,Shelley Ferrell,"84083 Lindsay Lock Evansstad, NH 72819",344-406-1128x62738,fhernandez@example.org,Y,38,O,448,4788,84,0.79,Y,S,BS,0,0,0,0,0,0,0,3,N,661,N,0,0,12,27286,B,230,2020,624,746,1457,820,364,1367,4,2,0,8,7,33,N,N,N,Y,Y,PL2,Y,N,N,14791,5267,227,415,4802,0,4194,0
478255,895-49-3394,David Reyes,"778 Riley Isle Apt. 060 Susantown, DE 60496",(290)227-3637x567,robin26@example.net,Y,53,O,689,23769,40,0.61,Y,L,SC,0,0,0,0,0,0,0,3,Y,207,N,0,0,6,40374,U,121,4108,672,1373,1147,686,358,1119,0,0,9,4,6,89,Y,N,N,Y,Y,PL2,Y,N,N,10862,7192,139,329,6522,0,5233,0
901996,661-06-4742,David Williams,"08904 Michael Isle Lake Margaret, MS 57168",782-248-2147,jeffrey60@example.com,Y,34,O,800,170,78,0.01,Y,B,ID,0,0,0,0,0,0,2,0,N,483,N,0,0,24,36590,U,146,10398,347,295,480,678,314,1126,3,0,2,7,3,70,Y,N,N,Y,Y,PL2,Y,Y,N,8282,9971,175,471,10943,0,10320,0
917558,520-46-2553,Mary Smith,"785 Torres Branch West Michaelshire, WY 53237",411-462-5616,lynn67@example.net,Y,51,C,818,37201,46,0.26,Y,L,ID,0,0,0,0,0,0,0,2,N,512,N,0,0,18,5125,F,208,0,881,969,753,821,233,507,2,3,7,0,10,58,Y,N,N,Y,Y,PL1,Y,N,N,7971,12253,102,416,11631,0,5501,0
343681,632-65-3860,Cynthia Holland,"59255 Joshua Squares Suite 463 Georgeborough, DE 67432",+1-301-214-0536x458,jmyers@example.com,Y,56,O,601,25392,39,0.7,N,B,ID,0,0,0,0,0,0,2,3,N,83,N,0,0,12,29883,U,178,7143,761,509,1077,511,213,762,6,2,4,9,10,112,N,N,N,N,N,PL2,N,N,N,12138,13684,211,766,12970,0,12028,0
518726,247-89-4231,Bryan Pierce,"0092 Grant Canyon Suite 769 West Tiffanychester, AS 67069",246-836-2575x09154,kellywalton@example.net,Y,48,C,447,28481,61,0.54,Y,L,ID,0,0,0,0,0,0,1,4,N,301,N,0,0,24,9449,U,115,6406,733,475,541,290,394,1523,0,0,5,4,8,32,N,N,N,N,N,PL1,Y,N,N,14650,10541,220,420,11349,0,10778,0
935483,714-97-6946,Christina Smith,"674 Richard Union Amandastad, WA 61961",(622)465-4683,katherine80@example.net,Y,44,S,712,31028,9,0.87,Y,L,ID,0,0,0,0,0,0,1,0,N,920,N,0,0,36,40038,B,359,6738,899,899,1126,988,397,1320,1,2,7,3,7,100,Y,N,N,Y,Y,PL1,Y,N,Y,6782,3653,147,356,3757,0,2581,0
137628,572-76-7256,Maxwell Johnson,"91907 Jennifer Lights Kellyport, GA 69571",+1-228-446-6202x47893,karenjohnson@example.org,Y,25,S,453,36541,33,0.2,Y,M,ID,0,0,0,0,0,0,0,2,N,797,N,0,782,6,12891,F,262,6624,439,1127,594,994,399,1529,5,3,10,2,0,29,N,N,N,Y,Y,PL2,Y,N,N,9322,8227,67,392,7966,0,2323,0
209730,736-38-6960,Amy Spencer,"4970 Lewis Shoals West Gloria, TX 98788",8475617094,yhill@example.net,Y,44,O,602,47706,80,0.4,N,B,ID,0,0,0,0,0,0,0,4,N,218,N,0,0,36,26559,B,33,10887,250,1022,396,541,299,1080,4,0,7,9,10,58,Y,N,N,N,N,PL1,Y,N,N,3937,9619,174,1149,9071,0,7172,0
146742,880-84-4842,Carol Hendricks,"262 Watson Flats Sullivantown, NY 69109",9588828651,stephensbryan@example.com,Y,32,O,674,15065,2,0.57,Y,L,BS,0,0,0,0,0,0,0,4,N,235,N,0,0,18,30359,U,380,9197,784,770,474,942,269,2032,9,1,10,3,6,56,N,N,N,Y,Y,PL1,Y,N,N,6428,9892,44,505,10724,0,7582,0
409348,526-08-8011,Jessica Mosley,USS Robles FPO AA 13514,+1-303-308-5798x72221,lambertheather@example.net,Y,20,O,523,11832,82,0.59,Y,B,BS,0,0,0,0,0,0,2,4,N,658,N,0,0,12,15459,B,258,4659,754,1378,354,557,334,1616,9,0,7,7,6,58,Y,N,N,Y,Y,PL2,Y,N,N,10967,12581,138,497,13710,0,8569,0
337345,203-43-3942,Allen Schmidt,"136 Bullock Field Simpsontown, CA 46511",933-619-8330x54586,ysullivan@example.org,Y,34,O,541,20900,49,0.02,N,L,ID,0,0,0,0,0,0,2,3,N,917,N,0,0,36,12404,U,8,0,261,1459,1138,829,162,2032,0,2,4,8,2,88,N,N,N,N,N,PL1,Y,N,Y,6794,6358,173,388,6699,0,7565,1
690880,473-08-5806,Kyle Dunn,"3447 Brown Valley Apt. 094 Turnermouth, NY 40762",218-963-9971,daniel25@example.org,Y,45,O,739,3481,3,0.33,Y,L,ID,0,0,0,0,0,0,2,0,N,676,N,0,0,12,40281,U,347,3679,395,1236,1349,613,267,1045,1,2,4,4,6,7,N,N,N,Y,Y,PL2,Y,N,Y,12721,8059,157,376,8065,0,8578,0
742726,054-79-8798,Haley Booth,USNS Glenn FPO AP 06636,001-447-463-4337,nicolegray@example.org,Y,33,O,305,8830,70,0.46,Y,N,BS,0,0,0,0,0,0,2,0,N,141,N,0,0,36,22171,B,398,0,159,541,496,316,341,1573,10,2,6,3,1,23,N,N,N,Y,Y,PL2,Y,N,Y,4346,7483,227,881,7597,0,3871,0
304734,570-31-3672,Lisa Brown,"104 Brandon Via Suite 417 Morrisonland, OK 50278",3157144775,susanmartinez@example.org,Y,33,O,774,24479,5,0.15,Y,N,BS,0,0,0,0,0,0,0,3,N,879,N,0,0,36,38899,F,342,7881,758,675,671,472,389,1105,2,2,8,8,5,10,N,N,N,Y,Y,PL1,N,N,N,13270,5144,35,227,5012,0,1799,0
889490,400-25-9862,Ryan Guzman,"186 Barton Port South Lauratown, MA 64259",(617)603-2185x0109,moorepaula@example.net,Y,39,C,299,20562,65,0.4,N,P,ID,0,0,0,0,0,0,0,3,N,174,N,0,0,6,11221,B,55,8650,588,732,543,443,282,1386,2,1,5,4,3,112,N,N,N,N,N,PL2,Y,N,N,6587,9080,82,407,9233,0,8582,0
728221,058-37-7344,Teresa Wolfe,"4427 Kelly Skyway Apt. 641 Santanafurt, AZ 78663",+1-351-408-2469x5443,hughessue@example.net,Y,20,O,519,8536,20,0.02,Y,B,ID,0,0,0,0,0,0,0,4,N,620,N,0,1578,36,17461,U,128,8180,576,574,453,550,295,2716,1,0,1,8,8,18,Y,N,N,N,N,PL2,Y,N,N,9321,10986,80,329,11106,0,11835,0
215088,512-81-3329,Alexander Brewer,"3774 Kenneth Street Billyside, NH 33412",479.695.4057,markjohnson@example.org,Y,38,O,466,42469,55,0.18,Y,L,ID,0,0,0,0,0,0,0,4,N,651,N,0,0,36,9568,U,127,0,677,346,680,461,328,1675,3,1,6,5,7,80,Y,N,N,Y,Y,PL2,Y,N,Y,13154,11889,111,395,12029,0,9871,0
736877,450-49-9345,Lance Smith,"5598 Baker Loop Suite 223 South James, CT 48659",262-619-3897x820,jholt@example.com,Y,40,C,781,37652,19,0.58,Y,L,ID,0,0,0,0,0,0,1,5,N,828,N,0,0,12,21207,U,151,7918,894,1231,1448,563,207,1870,4,3,9,4,4,109,N,N,N,Y,Y,PL2,Y,N,Y,14621,10671,28,61,11040,0,8898,0
989608,204-39-7863,Lisa Guzman,"69367 Rose Greens Jonathanport, SC 00842",+1-807-424-9225x187,kennedysarah@example.net,Y,49,O,615,20187,39,0.06,N,L,ID,0,0,0,0,0,0,1,5,N,382,N,0,0,36,48569,F,334,6522,658,996,1197,683,150,927,9,0,7,8,2,52,N,N,N,N,N,PL2,Y,N,Y,10890,10202,147,541,11188,0,5102,0
317498,087-54-8898,Cheryl Potter,"12738 Samantha Junction Martinmouth, TN 82322",(723)872-3096,evansrhonda@example.com,Y,19,O,776,44700,12,0.42,Y,H,ID,0,0,0,0,0,0,2,2,N,62,N,849,0,24,47998,U,391,1913,732,578,1336,886,261,1127,0,1,3,10,7,83,N,N,N,Y,Y,PL1,Y,N,Y,9819,7796,120,332,7215,0,3798,0
571935,582-47-4230,David Nelson,"2998 Rich Isle Suite 844 South Richardfurt, KY 86407",802-667-0776x28444,chad44@example.com,Y,37,O,697,49851,11,0.32,N,S,ID,0,0,0,0,0,0,2,5,N,874,N,0,0,18,40106,B,197,11245,344,224,257,725,199,2501,5,0,1,3,6,6,Y,N,N,N,N,PL2,Y,N,Y,8715,10941,55,177,10997,0,2656,0
350947,620-85-3552,Mark Christensen,"315 Noble Squares East Kimberly, VT 56847",516.313.2785x9265,kbaker@example.net,Y,38,O,732,30791,84,0.99,Y,L,ID,0,0,0,0,0,0,2,5,N,744,N,294,0,18,4463,B,332,2190,299,1347,444,503,305,1167,4,1,4,3,4,96,N,N,N,Y,Y,PL1,Y,N,Y,11756,10307,116,662,9415,0,2535,0
995634,383-61-3195,Valerie Johnson,"95961 Christopher Lakes Port Paul, AL 97849",367.681.1570x1082,michele94@example.net,Y,16,C,735,13782,52,0.16,Y,B,ID,0,0,0,0,10,0,1,4,N,318,N,0,0,24,9333,F,66,8186,346,1310,489,962,204,598,10,2,8,3,2,59,N,N,N,Y,Y,PL2,Y,N,N,5850,5132,141,495,4857,0,4805,0
213956,746-93-7704,Kevin Hudson,"30154 Carla Creek Thomasburgh, GU 93701",(439)396-8755x802,brittanysmith@example.net,Y,20,O,613,18046,6,0.92,N,S,ID,0,0,0,0,0,0,0,5,N,639,N,0,1975,12,27650,B,352,7042,389,1363,1104,791,315,2969,8,3,10,4,8,86,N,N,N,N,N,PL2,Y,N,Y,8505,14358,131,208,15031,0,3521,0
254314,402-61-1181,Stacey Kelly,"452 Torres Islands Port Billyburgh, WA 88954",001-591-957-3147,jenningsjames@example.com,Y,25,O,828,34632,39,0.33,Y,B,SC,0,0,0,0,0,0,0,4,N,60,N,0,0,36,46696,B,325,11833,724,1023,971,334,313,725,5,1,7,4,8,28,N,N,N,Y,Y,PL2,Y,N,N,11439,6758,219,309,6622,0,3025,1
450894,591-30-9055,Victor Reed,"9556 Spears Valleys Port Matthewfurt, SC 88263",572.884.3833x708,collinskaren@example.net,Y,26,O,825,29368,42,0.21,Y,S,ID,0,0,0,0,0,0,2,2,N,792,N,0,0,36,6019,B,106,0,579,449,309,945,280,2075,7,2,6,7,6,72,Y,N,N,Y,Y,PL1,Y,N,Y,13502,12311,232,294,11207,0,8391,0
154922,041-09-1053,Jose Campbell,"6203 Hamilton Coves Suite 317 East Leahburgh, AZ 72022",+1-493-426-0068x160,poolekristen@example.com,Y,37,O,361,33676,8,0.44,N,S,ID,0,0,0,0,0,0,1,3,N,95,N,0,0,6,28790,B,220,3161,761,285,250,432,214,1185,5,2,10,4,8,78,N,N,N,N,N,PL1,Y,N,Y,5916,9737,65,35,9174,0,4114,0
628887,469-61-6387,Sandra Thompson,"398 Eugene Parkways Pollardland, CT 53139",269-824-1797,jamesowen@example.org,Y,52,O,557,18916,52,0.95,Y,O,ID,0,0,0,0,0,0,0,5,N,397,N,0,0,36,41869,F,281,0,977,1471,1495,542,323,2631,0,2,6,7,4,86,N,N,N,Y,Y,PL2,Y,N,Y,10544,5496,48,91,5348,0,4847,0
790306,419-54-4211,Nicole Knight,"68241 Larsen Shore Suite 330 Port Kenneth, IA 28807",+1-510-819-4718,wmartinez@example.com,Y,51,C,816,47314,28,0.95,Y,N,SC,0,0,0,0,0,0,2,2,N,418,N,0,0,36,4063,U,333,886,736,1423,1076,172,168,1289,3,0,8,5,10,116,N,N,N,Y,Y,PL1,Y,N,Y,8115,8944,72,385,8066,0,7043,0
569749,879-83-4564,Patricia Brooks,"6851 Carl Shore East Johnny, FM 86745",+1-374-634-2575,plopez@example.net,Y,50,O,491,46219,74,0.97,N,S,ID,0,0,0,0,0,0,2,2,N,20,Y,0,0,18,42051,F,314,7246,233,647,986,187,190,914,7,1,7,6,6,103,Y,N,N,N,N,PL1,Y,N,N,11874,10739,135,442,10764,0,11503,0
